date;heure;GEN;GON;A1;RUR-SE;RN6;RAMBO;RUR_S;BOB;PA04C;VITRY;AUT;RUR_N;BP_EST
16/10/2016;24;3;6;9;4;4;0;2;2;4;4;6;n/d;7
17/10/2016;1;3;6;7;4;4;2;2;n/d;4;2;7;1;7
17/10/2016;2;2;7;1;4;4;3;1;n/d;4;5;7;5;5
17/10/2016;3;2;9;4;5;5;n/d;1;3;5;7;8;5;14
17/10/2016;4;3;6;10;3;2;n/d;2;2;4;4;12;3;n/d
17/10/2016;5;3;5;15;2;6;3;5;8;4;4;17;1;n/d
17/10/2016;6;5;8;11;3;22;7;5;8;5;5;11;5;n/d
17/10/2016;7;5;11;13;7;21;7;3;8;7;4;10;7;n/d
17/10/2016;8;5;8;14;4;13;7;3;8;9;6;20;8;n/d
17/10/2016;9;6;9;9;4;11;7;5;8;11;6;13;8;n/d
17/10/2016;10;5;11;15;9;12;6;3;18;11;7;15;7;13
17/10/2016;11;6;11;17;7;13;4;3;10;10;7;11;11;14
17/10/2016;12;6;11;15;4;10;4;3;9;11;3;n/d;7;8
17/10/2016;13;4;9;17;2;13;3;4;6;10;1;n/d;4;3
17/10/2016;14;4;6;16;6;11;n/d;4;3;8;1;10;3;14
17/10/2016;15;6;5;15;4;9;n/d;3;1;9;1;12;3;12
17/10/2016;16;3;4;18;2;16;n/d;2;1;7;2;11;3;6
17/10/2016;17;3;2;19;1;12;2;2;4;9;6;16;7;7
17/10/2016;18;5;11;20;n/d;10;3;3;5;11;8;29;19;6
17/10/2016;19;7;12;27;2;19;6;5;13;13;10;24;22;12
17/10/2016;20;8;12;21;9;15;11;4;18;16;12;26;14;23
17/10/2016;21;13;17;19;14;13;11;2;22;17;10;19;10;19
17/10/2016;22;14;19;32;12;9;10;2;24;15;8;17;9;17
17/10/2016;23;13;24;26;7;11;7;3;24;13;10;11;7;14
17/10/2016;24;9;18;17;4;9;8;1;9;11;8;15;10;14
18/10/2016;1;8;18;13;4;7;7;2;10;10;7;14;6;16
18/10/2016;2;9;17;14;4;5;6;5;11;9;5;14;4;16
18/10/2016;3;n/d;19;13;4;4;1;5;10;9;6;14;4;20
18/10/2016;4;n/d;16;33;3;9;0;3;9;8;9;13;5;19
18/10/2016;5;n/d;17;32;7;10;8;5;10;8;11;18;6;18
18/10/2016;6;n/d;20;36;6;16;8;4;19;6;13;24;11;26
18/10/2016;7;n/d;18;29;4;26;10;3;18;7;17;18;7;20
18/10/2016;8;n/d;15;20;7;18;6;3;21;10;6;15;4;22
18/10/2016;9;n/d;16;20;9;9;4;3;9;12;8;14;n/d;22
18/10/2016;10;n/d;11;23;6;8;3;10;12;11;13;14;n/d;12
18/10/2016;11;n/d;10;18;5;11;4;6;8;11;8;12;n/d;10
18/10/2016;12;n/d;n/d;21;4;7;6;3;6;9;5;6;4;5
18/10/2016;13;n/d;n/d;14;2;3;3;2;12;8;3;10;3;5
18/10/2016;14;n/d;n/d;22;1;3;1;1;7;7;4;14;2;4
18/10/2016;15;n/d;n/d;21;3;7;0;3;9;8;6;9;n/d;7
18/10/2016;16;n/d;n/d;12;4;13;2;3;7;10;6;8;n/d;5
18/10/2016;17;n/d;n/d;20;5;9;7;2;7;8;6;9;n/d;3
18/10/2016;18;n/d;n/d;16;6;11;7;1;8;8;3;19;1;3
18/10/2016;19;n/d;n/d;15;5;8;6;1;5;8;4;11;3;5
18/10/2016;20;n/d;n/d;21;1;8;5;2;7;8;4;10;2;7
18/10/2016;21;n/d;n/d;21;2;6;3;2;8;9;3;15;5;8
18/10/2016;22;n/d;n/d;17;3;5;1;0;7;9;6;9;5;7
18/10/2016;23;n/d;n/d;23;2;4;4;n/d;5;8;6;7;4;7
18/10/2016;24;n/d;n/d;12;1;3;2;0;3;8;5;6;6;5
19/10/2016;1;n/d;n/d;12;2;2;n/d;1;6;6;6;5;4;3
19/10/2016;2;n/d;n/d;9;0;1;1;3;4;5;5;4;1;4
19/10/2016;3;n/d;n/d;12;0;1;4;2;5;3;3;7;6;4
19/10/2016;4;n/d;n/d;14;2;1;0;1;5;5;4;9;4;5
19/10/2016;5;n/d;n/d;21;3;2;0;1;4;5;3;12;5;5
19/10/2016;6;n/d;n/d;25;2;7;3;2;7;6;5;17;6;5
19/10/2016;7;n/d;n/d;21;n/d;9;3;3;11;7;9;14;8;4
19/10/2016;8;n/d;n/d;18;n/d;9;2;3;9;10;7;14;5;5
19/10/2016;9;n/d;n/d;12;3;7;0;4;8;9;13;15;3;10
19/10/2016;10;n/d;n/d;14;4;6;3;1;9;8;9;13;3;7
19/10/2016;11;n/d;n/d;15;2;4;4;0;9;n/d;10;13;4;5
19/10/2016;12;n/d;n/d;21;3;9;6;1;7;n/d;6;9;5;7
19/10/2016;13;n/d;n/d;23;4;8;2;1;9;n/d;4;14;3;6
19/10/2016;14;n/d;n/d;10;3;6;4;4;9;6;6;11;2;4
19/10/2016;15;n/d;n/d;8;4;3;3;3;5;7;4;11;3;5
19/10/2016;16;n/d;n/d;16;5;6;5;2;3;5;5;11;3;6
19/10/2016;17;n/d;n/d;24;3;10;7;2;3;4;11;16;4;5
19/10/2016;18;n/d;n/d;18;2;10;5;4;9;6;8;13;5;4
19/10/2016;19;n/d;n/d;18;4;16;2;4;9;11;7;10;7;8
19/10/2016;20;n/d;n/d;14;4;11;3;n/d;9;13;8;17;3;7
19/10/2016;21;n/d;n/d;25;4;12;6;5;12;13;6;19;1;11
19/10/2016;22;n/d;n/d;21;6;9;7;2;9;13;5;19;3;10
19/10/2016;23;n/d;n/d;28;4;6;4;3;9;10;7;12;4;6
19/10/2016;24;n/d;n/d;14;1;7;1;5;10;9;6;8;6;7
20/10/2016;1;n/d;n/d;11;2;7;1;5;10;8;3;11;7;5
20/10/2016;2;n/d;n/d;9;5;5;1;3;8;6;3;8;7;5
20/10/2016;3;n/d;n/d;15;5;5;7;2;11;7;3;13;5;8
20/10/2016;4;n/d;n/d;14;3;4;6;7;9;8;4;12;5;7
20/10/2016;5;n/d;n/d;19;2;3;3;5;9;8;7;12;7;8
20/10/2016;6;n/d;n/d;25;3;9;2;2;9;7;5;17;8;8
20/10/2016;7;n/d;n/d;21;2;10;4;2;11;9;6;17;7;9
20/10/2016;8;n/d;n/d;18;3;11;3;3;11;11;14;13;4;7
20/10/2016;9;n/d;7;27;4;7;4;4;n/d;11;10;17;3;8
20/10/2016;10;n/d;7;17;8;7;5;7;n/d;11;8;15;4;7
20/10/2016;11;n/d;7;4;5;6;7;5;5;10;8;11;2;7
20/10/2016;12;n/d;8;10;2;5;4;5;6;8;6;11;1;7
20/10/2016;13;n/d;6;16;4;4;6;6;6;9;4;9;3;11
20/10/2016;14;n/d;8;16;4;3;6;4;4;10;6;10;4;6
20/10/2016;15;n/d;5;10;2;5;6;n/d;4;9;7;16;4;n/d
20/10/2016;16;n/d;5;20;1;6;6;3;5;9;7;11;6;9
20/10/2016;17;n/d;7;23;3;7;5;8;8;9;5;18;5;7
20/10/2016;18;n/d;7;10;6;14;8;6;6;11;7;15;6;13
20/10/2016;19;n/d;6;21;9;9;8;4;9;10;9;7;6;8
20/10/2016;20;n/d;5;18;6;10;8;4;8;12;11;11;n/d;10
20/10/2016;21;n/d;7;18;7;8;7;1;7;11;12;18;4;9
20/10/2016;22;n/d;7;12;6;14;5;1;5;8;9;15;4;7
20/10/2016;23;n/d;5;11;5;10;5;3;5;7;7;12;5;10
20/10/2016;24;n/d;5;17;1;12;5;3;4;5;5;12;3;6
21/10/2016;1;n/d;4;16;0;6;4;6;5;6;3;10;2;6
21/10/2016;2;n/d;6;6;2;4;0;4;5;6;3;7;3;8
21/10/2016;3;n/d;8;8;2;8;2;4;3;6;5;10;2;6
21/10/2016;4;n/d;5;15;2;6;3;5;3;5;9;12;2;5
21/10/2016;5;n/d;5;15;2;10;1;5;4;5;5;17;4;4
21/10/2016;6;n/d;5;23;3;8;1;5;3;5;7;17;5;6
21/10/2016;7;n/d;6;20;4;14;2;5;7;7;8;12;4;6
21/10/2016;8;n/d;7;27;4;12;3;3;6;10;9;18;2;6
21/10/2016;9;n/d;7;24;2;9;5;2;8;9;9;15;5;8
21/10/2016;10;n/d;8;14;4;10;3;7;7;11;8;14;6;12
21/10/2016;11;n/d;8;18;6;10;3;5;6;11;7;9;5;19
21/10/2016;12;n/d;6;19;8;10;4;3;5;9;6;13;4;13
21/10/2016;13;6;6;16;7;6;4;3;4;9;10;10;4;11
21/10/2016;14;8;6;15;6;3;5;5;3;11;9;20;2;12
21/10/2016;15;7;6;26;4;3;5;7;7;11;10;20;1;10
21/10/2016;16;5;5;39;2;10;4;4;9;8;10;11;1;7
21/10/2016;17;7;12;21;2;22;6;1;6;9;12;17;6;7
21/10/2016;18;8;14;28;4;24;4;3;11;11;10;16;7;10
21/10/2016;19;12;7;19;5;32;7;4;9;12;15;17;8;12
21/10/2016;20;12;6;22;3;25;5;3;11;15;13;22;11;15
21/10/2016;21;12;12;28;3;24;5;3;8;15;12;24;7;11
21/10/2016;22;11;12;16;5;14;4;5;12;14;14;24;6;10
21/10/2016;23;13;10;18;6;20;8;6;17;14;13;26;6;8
21/10/2016;24;12;9;15;6;13;6;5;15;14;12;19;4;9
22/10/2016;1;11;14;13;8;16;9;6;10;11;11;14;4;9
22/10/2016;2;9;13;16;8;11;7;4;9;11;15;16;6;11
22/10/2016;3;9;11;15;17;9;3;3;6;10;14;16;4;16
22/10/2016;4;10;10;14;11;13;4;2;9;9;11;15;3;15
22/10/2016;5;12;7;21;13;13;4;4;7;10;11;17;2;17
22/10/2016;6;16;7;19;15;17;1;7;9;11;11;19;1;22
22/10/2016;7;16;7;24;13;13;2;6;11;14;9;17;2;16
22/10/2016;8;14;10;18;13;12;5;9;9;16;13;25;6;28
22/10/2016;9;15;14;29;7;14;5;6;10;21;12;32;6;23
22/10/2016;10;16;15;24;8;19;7;4;13;25;n/d;40;4;28
22/10/2016;11;21;20;25;10;21;8;6;19;28;n/d;38;3;28
22/10/2016;12;26;18;33;8;17;5;9;18;29;n/d;43;5;24
22/10/2016;13;24;11;21;8;15;4;10;13;24;16;23;6;20
22/10/2016;14;12;8;12;6;16;5;9;10;14;8;14;8;27
22/10/2016;15;10;7;14;8;19;8;16;8;13;9;20;7;22
22/10/2016;16;12;8;15;8;17;9;13;8;12;14;11;5;24
22/10/2016;17;11;9;15;6;28;16;14;7;13;25;11;4;25
22/10/2016;18;12;15;31;8;35;18;16;19;12;44;15;6;30
22/10/2016;19;17;23;24;7;42;28;14;18;15;53;19;8;40
22/10/2016;20;25;19;44;7;41;28;18;24;18;39;47;8;39
22/10/2016;21;27;17;18;8;48;25;20;21;17;27;44;8;33
22/10/2016;22;27;16;20;17;37;22;18;22;19;22;35;8;31
22/10/2016;23;23;13;20;13;29;21;16;18;22;13;22;13;26
22/10/2016;24;20;13;27;12;24;19;11;17;21;18;21;10;31
23/10/2016;1;21;10;20;16;12;15;13;15;18;12;21;6;22
23/10/2016;2;18;8;17;10;14;16;12;12;15;14;20;3;13
23/10/2016;3;13;8;9;12;10;14;9;8;18;n/d;19;5;12
23/10/2016;4;10;9;11;12;10;12;6;7;13;n/d;12;6;16
23/10/2016;5;8;7;14;11;14;12;5;6;11;n/d;12;2;12
23/10/2016;6;9;7;16;9;8;9;8;8;11;9;14;4;n/d
23/10/2016;7;10;9;13;6;11;9;12;6;10;9;15;5;12
23/10/2016;8;12;8;13;9;7;10;8;6;12;12;17;3;20
23/10/2016;9;15;11;20;8;9;7;7;n/d;13;13;17;5;15
23/10/2016;10;14;10;10;9;10;8;8;9;14;7;15;6;13
23/10/2016;11;12;8;13;8;6;7;6;6;14;8;13;7;17
23/10/2016;12;8;8;19;6;12;6;9;5;14;8;15;6;20
23/10/2016;13;9;7;14;8;9;11;7;6;14;9;15;5;15
23/10/2016;14;9;8;13;7;9;10;8;9;13;7;20;6;19
23/10/2016;15;9;9;20;9;20;7;10;10;13;13;17;6;25
23/10/2016;16;12;9;26;10;10;n/d;8;14;15;16;18;9;31
23/10/2016;17;17;14;25;10;16;12;12;14;18;13;23;10;29
23/10/2016;18;14;16;24;10;16;10;9;16;22;13;21;13;22
23/10/2016;19;15;10;21;11;18;10;8;14;18;13;n/d;11;23
23/10/2016;20;14;13;16;9;14;n/d;7;14;18;18;23;7;25
23/10/2016;21;14;9;13;14;12;14;9;12;17;14;17;11;16
23/10/2016;22;12;6;14;12;13;12;8;12;15;12;25;8;21
23/10/2016;23;13;10;22;14;10;16;12;17;12;13;20;7;22
23/10/2016;24;11;10;11;10;11;14;10;11;14;13;18;4;25
24/10/2016;1;11;9;9;8;8;11;10;13;15;14;14;4;17
24/10/2016;2;14;11;20;11;9;9;6;12;15;14;17;7;16
24/10/2016;3;12;15;21;12;9;11;6;11;15;18;20;9;19
24/10/2016;4;13;15;26;10;15;11;10;14;21;10;20;11;21
24/10/2016;5;18;13;21;6;15;13;9;13;18;19;21;11;19
24/10/2016;6;22;18;31;8;13;9;9;14;19;17;25;8;35
24/10/2016;7;24;17;35;5;19;7;8;15;21;16;24;9;27
24/10/2016;8;25;16;30;4;24;11;6;16;21;17;24;11;29
24/10/2016;9;25;18;37;5;18;14;8;13;23;19;28;11;30
24/10/2016;10;25;21;36;4;18;11;11;20;25;23;38;13;25
24/10/2016;11;32;21;55;2;9;14;8;22;35;20;30;12;40
24/10/2016;12;34;26;51;4;12;13;7;25;31;16;30;16;30
24/10/2016;13;29;37;57;6;11;11;7;29;29;15;27;22;37
24/10/2016;14;19;51;55;7;15;9;5;27;25;15;33;20;34
24/10/2016;15;18;39;35;7;11;8;3;19;21;6;31;15;33
24/10/2016;16;22;37;40;5;16;12;3;20;19;9;22;17;37
24/10/2016;17;23;33;48;6;17;13;5;29;16;12;27;16;32
24/10/2016;18;25;26;43;5;29;27;5;37;18;10;22;22;26
24/10/2016;19;31;27;32;12;23;28;4;37;18;22;28;22;35
24/10/2016;20;32;24;40;14;11;23;9;29;21;27;32;25;40
24/10/2016;21;38;25;34;12;16;13;14;38;32;19;32;14;44
24/10/2016;22;40;28;34;7;12;12;10;37;21;18;32;23;38
24/10/2016;23;36;23;35;8;13;10;7;46;28;22;33;19;33
24/10/2016;24;32;21;32;9;13;13;9;43;29;23;16;15;21
25/10/2016;1;31;23;37;7;13;13;6;35;17;18;18;16;17
25/10/2016;2;31;25;20;4;8;13;7;40;16;18;16;19;23
25/10/2016;3;27;24;42;3;6;10;7;32;16;18;18;15;26
25/10/2016;4;26;27;48;5;11;9;6;25;16;n/d;17;15;31
25/10/2016;5;21;23;47;4;10;8;4;23;16;29;15;14;38
25/10/2016;6;26;21;40;4;15;6;3;24;17;23;29;14;38
25/10/2016;7;30;31;37;4;18;6;3;21;25;16;20;15;29
25/10/2016;8;33;24;39;4;13;4;3;17;29;17;28;12;27
25/10/2016;9;28;21;37;4;n/d;3;1;21;31;17;30;14;33
25/10/2016;10;29;26;33;5;n/d;5;n/d;16;30;14;36;18;34
25/10/2016;11;29;25;42;4;10;6;n/d;26;32;18;35;18;30
25/10/2016;12;28;14;36;3;6;5;0;22;27;21;27;15;30
25/10/2016;13;27;22;38;6;7;6;0;29;22;27;31;18;40
25/10/2016;14;26;28;27;5;18;12;2;21;26;30;35;22;30
25/10/2016;15;25;23;40;3;9;8;4;17;26;23;32;21;32
25/10/2016;16;26;17;39;1;12;7;7;12;24;24;36;16;28
25/10/2016;17;28;14;33;1;12;9;7;16;18;26;32;17;36
25/10/2016;18;23;22;21;2;18;8;7;19;19;30;31;17;34
25/10/2016;19;21;22;29;4;24;17;8;22;24;29;33;19;35
25/10/2016;20;25;23;25;5;27;14;6;25;28;21;33;12;35
25/10/2016;21;25;15;28;5;32;15;3;23;31;21;33;11;34
25/10/2016;22;22;21;21;4;19;20;3;23;34;25;30;10;32
25/10/2016;23;23;22;22;7;23;21;7;22;34;23;27;8;25
25/10/2016;24;28;23;29;10;13;17;13;22;32;22;28;7;27
26/10/2016;1;31;18;21;11;12;17;13;18;32;21;50;8;26
26/10/2016;2;26;15;11;12;10;21;6;13;30;18;29;5;21
26/10/2016;3;22;13;29;10;14;17;2;17;27;23;28;3;24
26/10/2016;4;26;10;25;7;17;13;5;13;23;22;35;2;26
26/10/2016;5;23;11;27;11;17;10;6;15;17;22;37;4;20
26/10/2016;6;19;11;25;10;18;13;8;10;18;20;32;4;24
26/10/2016;7;18;8;26;8;17;7;5;10;19;19;27;11;18
26/10/2016;8;18;5;28;7;13;6;6;7;19;19;27;19;20
26/10/2016;9;16;8;28;6;15;9;7;14;18;20;24;4;n/d
26/10/2016;10;16;12;23;12;16;9;14;10;19;18;27;3;n/d
26/10/2016;11;21;15;18;11;13;9;22;13;23;24;30;6;n/d
26/10/2016;12;15;13;27;18;9;7;16;14;29;n/d;25;11;29
26/10/2016;13;16;16;31;9;13;11;14;21;29;n/d;27;8;25
26/10/2016;14;22;13;22;8;14;11;11;20;29;23;21;12;31
26/10/2016;15;18;11;34;10;12;10;16;20;28;19;21;9;29
26/10/2016;16;13;12;30;9;21;7;16;17;26;16;17;11;23
26/10/2016;17;n/d;16;31;9;20;15;10;21;25;21;22;13;22
26/10/2016;18;n/d;26;32;8;31;10;11;20;25;17;32;12;22
26/10/2016;19;n/d;32;48;12;35;13;13;26;25;14;39;19;23
26/10/2016;20;n/d;22;35;14;36;13;11;32;29;24;36;19;29
26/10/2016;21;n/d;24;33;10;36;20;9;32;29;28;38;11;26
26/10/2016;22;n/d;17;20;9;39;15;14;24;30;23;35;17;36
26/10/2016;23;n/d;14;31;11;24;13;11;15;33;29;33;11;35
26/10/2016;24;n/d;15;31;11;14;14;5;19;31;40;34;8;32
27/10/2016;1;n/d;15;33;7;13;10;1;21;29;47;33;7;35
27/10/2016;2;n/d;10;32;14;11;7;2;17;34;32;25;7;40
27/10/2016;3;n/d;9;43;14;11;4;4;14;42;30;21;6;42
27/10/2016;4;n/d;9;41;12;13;5;2;18;40;17;27;7;47
27/10/2016;5;n/d;11;34;11;17;5;0;19;39;32;28;6;47
27/10/2016;6;n/d;10;33;10;21;3;3;29;35;31;32;6;57
27/10/2016;7;n/d;13;38;8;14;7;n/d;24;36;27;27;6;54
27/10/2016;8;n/d;14;36;10;16;9;n/d;23;39;30;28;10;61
27/10/2016;9;n/d;25;45;14;17;9;1;41;41;36;31;10;58
27/10/2016;10;n/d;33;54;10;18;11;5;41;49;36;39;14;53
27/10/2016;11;n/d;61;59;15;16;11;4;49;52;32;36;12;54
27/10/2016;12;n/d;58;45;18;35;14;12;35;48;28;28;14;48
27/10/2016;13;n/d;21;34;16;29;11;11;14;44;22;26;16;38
27/10/2016;14;n/d;23;39;14;20;9;12;17;33;10;29;18;19
27/10/2016;15;n/d;27;30;16;17;6;12;15;26;12;20;16;27
27/10/2016;16;n/d;31;37;11;23;10;10;19;24;17;28;17;30
27/10/2016;17;n/d;26;28;9;22;13;6;21;25;23;30;20;40
27/10/2016;18;n/d;27;27;8;40;14;7;24;23;25;22;13;39
27/10/2016;19;n/d;22;32;10;25;23;6;26;25;21;25;20;42
27/10/2016;20;n/d;30;28;9;28;18;4;23;30;24;28;22;30
27/10/2016;21;n/d;26;19;7;22;17;0;20;29;22;26;24;33
27/10/2016;22;n/d;22;30;7;23;17;1;20;31;18;32;32;30
27/10/2016;23;n/d;23;20;11;29;13;6;17;22;20;26;28;22
27/10/2016;24;n/d;22;28;14;23;11;5;18;21;19;28;23;23
28/10/2016;1;n/d;17;24;9;16;9;4;22;22;25;28;20;30
28/10/2016;2;n/d;16;19;5;9;8;4;17;21;27;24;17;30
28/10/2016;3;n/d;21;31;8;16;11;2;20;22;22;32;16;45
28/10/2016;4;n/d;21;25;6;18;12;2;24;22;25;25;18;39
28/10/2016;5;n/d;20;37;3;34;12;3;27;25;21;34;17;49
28/10/2016;6;n/d;28;40;4;15;10;3;31;32;37;41;25;54
28/10/2016;7;n/d;30;50;6;13;11;2;30;38;30;38;n/d;47
28/10/2016;8;n/d;33;40;9;15;8;0;39;38;35;38;26;50
28/10/2016;9;n/d;42;41;6;28;10;0;42;48;46;35;16;52
28/10/2016;10;n/d;40;41;7;23;13;4;51;50;43;37;14;55
28/10/2016;11;n/d;43;47;9;29;11;5;42;53;42;39;11;67
28/10/2016;12;n/d;28;44;13;33;11;13;27;58;46;18;9;62
28/10/2016;13;n/d;12;19;9;40;9;17;12;38;25;19;10;56
28/10/2016;14;n/d;6;19;11;24;8;18;11;16;23;16;9;17
28/10/2016;15;11;6;22;9;17;7;11;7;12;13;14;11;12
28/10/2016;16;10;9;21;11;16;9;10;7;10;20;11;8;17
28/10/2016;17;9;12;12;16;20;8;11;9;11;19;15;14;19
28/10/2016;18;10;12;13;10;14;10;13;7;11;21;14;15;21
28/10/2016;19;11;18;20;11;17;15;14;13;13;27;15;19;19
28/10/2016;20;14;13;22;14;19;20;12;11;13;18;15;21;19
28/10/2016;21;15;13;18;11;17;10;14;13;13;8;12;16;25
28/10/2016;22;17;12;16;9;12;9;12;12;15;12;15;18;19
28/10/2016;23;21;19;23;6;13;8;9;13;13;9;13;6;22
28/10/2016;24;18;22;17;4;13;10;10;13;14;14;13;14;22
29/10/2016;1;19;18;20;3;8;7;8;12;11;10;11;20;21
29/10/2016;2;18;13;17;8;8;9;9;13;13;10;11;18;18
29/10/2016;3;15;14;14;5;9;7;8;11;14;10;15;9;15
29/10/2016;4;14;10;25;7;8;n/d;7;11;13;9;15;12;15
29/10/2016;5;13;14;23;7;11;n/d;6;10;16;8;17;9;21
29/10/2016;6;13;11;19;11;8;2;9;11;12;12;14;5;17
29/10/2016;7;12;6;11;9;12;4;12;14;11;11;12;7;18
29/10/2016;8;12;11;10;5;13;5;7;11;12;12;14;7;23
29/10/2016;9;10;9;16;6;13;4;5;11;13;12;19;7;21
29/10/2016;10;10;9;11;7;12;7;6;9;13;9;22;9;18
29/10/2016;11;10;9;17;10;17;10;11;11;13;7;15;6;25
29/10/2016;12;12;6;21;8;8;12;7;8;11;8;12;4;17
29/10/2016;13;12;7;11;6;8;8;5;8;12;6;17;7;20
29/10/2016;14;10;5;17;9;12;10;5;10;11;4;14;5;16
29/10/2016;15;9;8;11;6;7;8;3;10;10;7;14;3;19
29/10/2016;16;10;5;9;4;7;7;5;7;10;6;14;8;14
29/10/2016;17;8;9;11;8;12;5;5;8;8;8;10;7;21
29/10/2016;18;15;14;30;6;18;5;4;16;11;17;11;7;32
29/10/2016;19;27;26;28;4;22;19;6;22;17;9;22;6;46
29/10/2016;20;25;21;28;4;27;19;5;26;21;17;22;8;44
29/10/2016;21;27;18;15;8;18;12;7;27;25;17;25;7;44
29/10/2016;22;36;9;25;9;18;14;10;22;27;13;23;9;34
29/10/2016;23;35;9;21;7;17;10;11;19;21;16;18;11;30
29/10/2016;24;21;8;14;7;10;15;11;14;19;13;19;9;21
30/10/2016;1;19;11;14;6;12;11;9;13;20;17;27;11;24
30/10/2016;2;17;10;9;8;16;11;12;18;17;14;25;13;24
30/10/2016;3;16;18;16;7;16;11;10;15;16;17;22;17;22
30/10/2016;4;17;18;15;10;11;14;10;15;19;13;n/d;18;24
30/10/2016;5;18;14;20;12;11;13;9;14;19;14;21;15;24
30/10/2016;6;19;13;20;10;13;15;8;20;22;18;24;16;32
30/10/2016;7;20;15;29;14;18;10;10;20;23;16;20;16;29
30/10/2016;8;21;16;31;13;20;13;7;17;23;15;23;16;31
30/10/2016;9;21;16;26;13;16;11;7;17;23;19;29;22;25
30/10/2016;10;24;14;26;13;17;13;13;12;24;19;28;16;24
30/10/2016;11;23;16;24;13;16;9;14;14;23;15;26;12;22
30/10/2016;12;21;13;19;16;10;11;11;14;21;13;21;10;21
30/10/2016;13;19;13;17;6;8;15;12;11;18;14;18;8;22
30/10/2016;14;15;10;9;9;8;6;8;14;17;10;21;14;21
30/10/2016;15;12;15;12;7;5;6;9;10;16;10;23;10;19
30/10/2016;16;10;14;18;4;5;10;5;11;15;9;18;8;20
30/10/2016;17;13;12;15;5;15;13;1;11;15;10;21;6;22
30/10/2016;18;14;24;19;4;12;13;4;15;16;12;17;11;28
30/10/2016;19;17;14;25;8;33;15;5;15;18;10;19;13;28
30/10/2016;20;19;18;26;8;22;14;13;14;18;9;23;11;29
30/10/2016;21;19;11;26;10;30;13;10;14;18;11;25;10;28
30/10/2016;22;17;12;24;8;26;11;7;15;18;16;21;10;26
30/10/2016;23;16;11;10;6;32;9;5;9;17;14;15;11;22
30/10/2016;24;13;12;15;5;22;6;8;8;15;12;23;12;22
31/10/2016;1;17;17;15;8;15;7;8;12;13;12;17;10;16
31/10/2016;2;16;14;15;9;13;8;6;11;13;13;19;12;17
31/10/2016;3;13;12;15;6;12;10;4;11;13;11;16;8;12
31/10/2016;4;12;14;16;6;10;9;3;12;13;11;16;11;14
31/10/2016;5;11;8;14;8;11;8;7;8;11;8;20;10;13
31/10/2016;6;12;8;22;9;18;9;6;9;10;7;20;7;21
31/10/2016;7;13;14;23;11;17;6;8;14;11;15;20;10;17
31/10/2016;8;16;11;23;8;24;7;6;16;11;7;27;11;26
31/10/2016;9;17;10;16;6;13;12;4;13;14;10;19;8;22
31/10/2016;10;15;14;14;5;13;8;5;11;14;10;18;6;21
31/10/2016;11;13;10;12;8;10;13;5;9;17;12;22;8;22
31/10/2016;12;12;11;13;7;11;10;5;8;15;9;24;6;18
31/10/2016;13;9;9;11;9;7;9;5;6;13;7;23;7;14
31/10/2016;14;8;7;n/d;6;9;6;5;6;11;5;21;7;19
31/10/2016;15;8;8;22;5;12;5;5;7;10;6;19;8;15
31/10/2016;16;8;5;20;5;11;5;5;6;10;10;19;6;20
31/10/2016;17;8;6;14;5;17;8;4;7;11;10;14;5;21
31/10/2016;18;12;12;18;3;28;15;8;8;10;9;12;6;23
31/10/2016;19;13;11;22;5;33;15;6;10;11;9;16;5;23
31/10/2016;20;12;11;24;5;30;11;6;10;15;10;16;5;25
31/10/2016;21;16;14;27;2;31;23;5;13;19;12;16;6;30
31/10/2016;22;21;12;25;2;29;29;7;18;21;24;17;5;24
31/10/2016;23;21;12;22;6;23;22;8;14;20;13;20;5;24
31/10/2016;24;19;9;25;5;17;12;9;15;20;10;24;7;23
01/11/2016;1;16;8;15;6;25;10;11;15;20;10;22;8;17
01/11/2016;2;14;11;18;10;23;12;9;9;18;15;20;8;20
01/11/2016;3;15;13;18;8;15;12;7;9;18;14;19;9;21
01/11/2016;4;17;12;35;12;17;25;10;11;16;11;22;10;18
01/11/2016;5;18;12;59;16;20;8;8;9;15;18;20;11;19
01/11/2016;6;18;10;18;10;21;12;7;9;14;10;24;18;25
01/11/2016;7;19;11;20;10;17;10;7;11;15;18;23;12;22
01/11/2016;8;22;13;16;7;18;10;4;16;17;15;23;13;28
01/11/2016;9;24;11;26;5;19;9;3;16;18;17;23;7;25
01/11/2016;10;27;10;38;6;22;11;6;21;21;18;24;7;26
01/11/2016;11;29;13;27;7;15;13;8;18;25;20;24;14;20
01/11/2016;12;29;12;25;6;19;13;11;25;25;22;20;16;22
01/11/2016;13;27;11;37;7;20;8;9;21;24;18;22;6;18
01/11/2016;14;26;15;30;12;22;8;12;19;27;12;18;9;28
01/11/2016;15;19;17;19;18;19;12;12;10;26;9;22;10;24
01/11/2016;16;13;22;22;18;22;10;16;11;24;14;29;18;20
01/11/2016;17;19;21;33;17;26;18;12;17;22;18;22;18;25
01/11/2016;18;23;27;47;20;31;11;10;31;24;28;25;34;29
01/11/2016;19;34;25;52;12;33;20;7;41;26;34;41;23;46
01/11/2016;20;48;21;41;15;31;19;7;40;32;30;42;28;49
01/11/2016;21;61;21;57;14;27;38;5;46;38;36;41;24;50
01/11/2016;22;56;23;40;15;27;16;6;45;43;36;33;31;50
01/11/2016;23;45;22;43;9;18;17;4;52;42;30;38;30;42
